Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::as_strided,,,3.38,3.38,0,0,0,0
aten::slice,,,1.36,2.04,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::fill_,,,4.35,7.3,0,0,0,0
aclnnInplaceFillTensor,,,2.95,2.95,0,0,0,0
Event::record,,,175.51,196.6,0,0.02,0,0
record_event,,,21.09,21.09,0.02,0.02,0,0
aten::slice,,,4.62,7.07,0,0,0,0
aten::as_strided,,,2.45,2.45,0,0,0,0
aten::slice,,,1.74,2.73,0,0,0,0
aten::as_strided,,,0.99,0.99,0,0,0,0
aten::select,,,2.19,4.08,0,0,0,0
aten::as_strided,,,1.89,1.89,0,0,0,0
aten::eq,,,20.11,42.67,0,0,0,0
aten::to,,,2.88,22.56,0,0,0,0
aten::_to_copy,,,5.93,19.68,0,0,0,0
aten::empty_strided,,,2.51,2.51,0,0,0,0
aten::copy_,,,11.24,11.24,0,0,0,0
aten::is_nonzero,,,2.44,5.11,0,0,0,0
aten::item,,,1.32,2.67,0,0,0,0
aten::_local_scalar_dense,,,1.35,1.35,0,0,0,0
aten::max,,,4.11,5.91,0,0,0,0
aten::empty,,,1.05,1.05,0,0,0,0
aten::fill_,,,0.75,0.75,0,0,0,0
aten::max,,,1.58,3.51,0,0,0,0
aten::empty,,,1.54,1.54,0,0,0,0
aten::fill_,,,0.39,0.39,0,0,0,0
aten::item,,,0.72,1.12,0,0,0,0
aten::_local_scalar_dense,,,0.4,0.4,0,0,0,0
aten::item,,,0.97,1.32,0,0,0,0
aten::_local_scalar_dense,,,0.35,0.35,0,0,0,0
aten::slice,,,3.28,5.54,0,0,0,0
aten::as_strided,,,2.26,2.26,0,0,0,0
aten::scalar_tensor,,,4.59,61.89,0,1.36,0,0
aten::empty,,,2.1,9.3,0,0,0,0
empty_tensor,,,7.2,7.2,0,0,0,0
aten::fill_,,,12.26,48.0,0,1.36,0,0
aclnnInplaceFillScalar,,,35.74,35.74,1.36,1.36,0,0
aten::view,,,3.58,3.58,0,0,0,0
aten::expand,,,2.44,3.89,0,0,0,0
aten::as_strided,,,1.45,1.45,0,0,0,0
aten::copy_,,,17.57,49.82,0,4.2219999999999995,0,0
aclnnInplaceCopy,,,32.25,32.25,4.2219999999999995,4.2219999999999995,0,0
aten::scalar_tensor,,,1.77,23.97,0,1.36,0,0
aten::empty,,,0.88,3.36,0,0,0,0
empty_tensor,,,2.48,2.48,0,0,0,0
aten::fill_,,,5.05,18.84,0,1.36,0,0
aclnnInplaceFillScalar,,,13.79,13.79,1.36,1.36,0,0
aten::slice,,,2.83,3.9,0,0,0,0
aten::as_strided,,,1.07,1.07,0,0,0,0
aten::view,,,0.77,0.77,0,0,0,0
aten::expand,,,0.81,1.52,0,0,0,0
aten::as_strided,,,0.71,0.71,0,0,0,0
aten::copy_,,,0.72,0.72,0,0,0,0
aten::fill_,,,7.82,27.45,0,1.68,0,0
aclnnInplaceFillScalar,,,19.63,19.63,1.68,1.68,0,0
aten::fill_,,,48.1,156.16,0,1.12,0,0
aclnnInplaceFillScalar,,,108.06,108.06,1.12,1.12,0,0
npu::npu_fused_infer_attention_score_v2,,,388.35,490.83,0,2.76,0,0
aclnnFusedInferAttentionScoreV4,,,102.48,102.48,2.76,2.76,0,0
record_event,,,13.66,13.66,0.02,0.02,0,0
npu::npu_fused_infer_attention_score_v2,,,40.27,82.14,0,2.72,0,0
aclnnFusedInferAttentionScoreV4,,,41.87,41.87,2.72,2.72,0,0
record_event,,,10.21,10.21,0.02,0.02,0,0
npu::npu_fused_infer_attention_score_v2,,,29.23,62.94,0,2.76,0,0
aclnnFusedInferAttentionScoreV4,,,33.71,33.71,2.76,2.76,0,0
record_event,,,10.13,10.13,0.02,0.02,0,0
npu::npu_fused_infer_attention_score_v2,,,28.44,88.26,0,2.76,0,0
aclnnFusedInferAttentionScoreV4,,,59.82,59.82,2.76,2.76,0,0
record_event,,,10.14,10.14,0.0,0.0,0,0
npu::npu_fused_infer_attention_score_v2,,,31.0,69.37,0,2.78,0,0
aclnnFusedInferAttentionScoreV4,,,38.37,38.37,2.78,2.78,0,0
record_event,,,10.1,10.1,0.02,0.02,0,0
npu::npu_fused_infer_attention_score_v2,,,27.62,60.83,0,2.78,0,0
aclnnFusedInferAttentionScoreV4,,,33.21,33.21,2.78,2.78,0,0
record_event,,,9.72,9.72,0.02,0.02,0,0
npu::npu_fused_infer_attention_score_v2,,,26.82,59.41,0,2.78,0,0
aclnnFusedInferAttentionScoreV4,,,32.59,32.59,2.78,2.78,0,0
record_event,,,10.06,10.06,0.02,0.02,0,0
aten::index,,,59.22,122.71,0,9.46,0,0
empty_tensor,,,4.78,4.78,0,0,0,0
empty_tensor,,,7.8,7.8,0,0,0,0
aclnnIndex,,,50.91,50.91,9.46,9.46,0,0
aten::linear,,,6.57,73.68,0,203.36,0,203.36
aten::t,,,6.37,13.05,0,0,0,0
aten::transpose,,,3.3,6.68,0,0,0,0
aten::as_strided,,,3.38,3.38,0,0,0,0
aten::matmul,,,23.5,54.06,0,203.36,0,203.36
empty_tensor,,,5.54,5.54,0,0,0,0
aclnnMatmul,,,25.02,25.02,203.36,203.36,203.36,203.36
vllm::all_gather,,,132.91,578.83,0,39.244,0,0
aten::empty,,,2.47,10.18,0,0,0,0
empty_tensor,,,7.71,7.71,0,0,0,0
c10d::_allgather_base_,,,74.29,337.32,0,24.804,0,0
record_event,,,13.88,13.88,0.02,0.02,0,0
wait_event,,,12.68,12.68,0,0,0,0
HcclAllgatherBase,,,5.76,222.78,0,24.744,0,0
HcclAllGather,,,217.02,217.02,24.744,24.744,0,0
record_event,,,9.22,9.22,0.02,0.02,0,0
record_event,,,4.47,4.47,0.02,0.02,0,0
wait_event,,,7.16,7.16,0,0,0,0
destroy_event,,,2.12,2.12,0,0,0,0
aten::reshape,,,2.61,5.75,0,0,0,0
aten::view,,,3.14,3.14,0,0,0,0
aten::movedim,,,3.15,13.83,0,0,0,0
aten::movedim,,,5.74,10.68,0,0,0,0
aten::permute,,,2.85,4.94,0,0,0,0
aten::as_strided,,,2.09,2.09,0,0,0,0
aten::reshape,,,9.94,69.56,0,14.44,0,0
aten::clone,,,4.26,56.94,0,14.44,0,0
empty_tensor,,,8.54,8.54,0,0,0,0
aten::copy_,,,17.53,44.14,0,14.44,0,0
aclnnInplaceCopy,,,26.61,26.61,14.44,14.44,0,0
aten::_unsafe_view,,,2.68,2.68,0,0,0,0
aten::alias,,,1.86,1.86,0,0,0,0
aten::to,,,4.6,182.08,0,8.94,0,0
npu::_npu_dtype_cast,,,12.69,177.48,0,8.94,0,0
empty_tensor,,,133.62,133.62,0,0,0,0
aclnnCast,,,31.17,31.17,8.94,8.94,0,0
aten::unsqueeze,,,6.25,8.55,0,0,0,0
aten::as_strided,,,2.3,2.3,0,0,0,0
aten::div_,,,10.89,31.23,0,17.444,0,0
aclnnInplaceDiv,,,20.34,20.34,17.444,17.444,0,0
aten::softmax,,,5.4,47.72,0,53.584,0,0
aten::_softmax,,,16.69,42.32,0,53.584,0,0
empty_tensor,,,7.47,7.47,0,0,0,0
aclnnSoftmax,,,18.16,18.16,53.584,53.584,0,0
aten::empty_like,,,7.91,13.15,0,0,0,0
empty_tensor,,,5.24,5.24,0,0,0,0
aten::exponential_,,,22.72,350.63,0,126.856,0,0
aten::uniform_,,,65.89,180.17,0,63.046,0,0
aclnnInplaceUniform,,,114.28,114.28,63.046,63.046,0,0
aten::neg_,,,9.67,31.44,0,11.14,0,0
aclnnNeg,,,21.77,21.77,11.14,11.14,0,0
aten::add_,,,7.48,23.47,0,8.402,0,0
aclnnInplaceAdds,,,15.99,15.99,8.402,8.402,0,0
aten::ge,,,7.33,29.92,0,11.362,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
aclnnGeScalar,,,16.7,16.7,11.362,11.362,0,0
aten::masked_fill_,,,7.34,21.68,0,14.702,0,0
aclnnInplaceMaskedFillScalar,,,14.34,14.34,14.702,14.702,0,0
aten::log_,,,6.61,19.87,0,9.402,0,0
aclnnInplaceLog,,,13.26,13.26,9.402,9.402,0,0
aten::mul_,,,6.15,21.36,0,8.802,0,0
aclnnInplaceMuls,,,15.21,15.21,8.802,8.802,0,0
Event::record,,,70.75,84.23,0,0.02,0,0
record_event,,,13.48,13.48,0.02,0.02,0,0
Event::wait,,,26.69,36.3,0,0,0,0
wait_event,,,9.61,9.61,0,0,0,0
destroy_event,,,3.05,3.05,0,0,0,0
aten::div_,,,10.2,33.38,0,9.28,0,0
aclnnInplaceDiv,,,23.18,23.18,9.28,9.28,0,0
aten::argmax,,,10.56,64.88,0,72.488,0,0
aten::empty,,,1.93,8.53,0,0,0,0
empty_tensor,,,6.6,6.6,0,0,0,0
aten::argmax,,,16.93,45.79,0,72.488,0,0
aten::reshape,,,1.75,3.76,0,0,0,0
aten::view,,,2.01,2.01,0,0,0,0
aclnnArgMax,,,25.1,25.1,72.488,72.488,0,0
aten::view,,,2.14,2.14,0,0,0,0
aten::to,,,0.81,0.81,0,0,0,0
aten::to,,,2.21,26.51,0,1.34,0,0
npu::_npu_dtype_cast,,,6.4,24.3,0,1.34,0,0
empty_tensor,,,2.82,2.82,0,0,0,0
aclnnCast,,,15.08,15.08,1.34,1.34,0,0
aten::unsqueeze,,,1.36,2.77,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
Event::record,,,82.76,95.95,0,0.02,0,0
record_event,,,13.19,13.19,0.02,0.02,0,0
aten::slice,,,2.84,5.6,0,0,0,0
aten::as_strided,,,2.76,2.76,0,0,0,0
Event::wait,,,32.02,46.24,0,0,0,0
wait_event,,,14.22,14.22,0,0,0,0
Event::record,,,31.69,42.65,0,0.02,0,0
record_event,,,10.96,10.96,0.02,0.02,0,0
Event::wait,,,22.27,32.03,0,0,0,0
wait_event,,,9.76,9.76,0,0,0,0
destroy_event,,,2.71,2.71,0,0,0,0
aten::to,,,13.2,51.11,0,2.8,0,0
aten::_to_copy,,,6.57,37.91,0,2.8,0,0
aten::empty,,,10.1,10.1,0,0,0,0
aten::copy_,,,7.94,21.24,0,2.8,0,0
acl_memcpy_device_to_host,,,13.3,13.3,2.8,2.8,0,0
Event::record,,,53.22,62.17,0,0.0,0,0
record_event,,,8.95,8.95,0.0,0.0,0,0
Event::synchronize,,,101.3,101.3,0,0,0,0
aten::slice,,,7.19,12.27,0,0,0,0
aten::as_strided,,,5.08,5.08,0,0,0,0
aten::slice,,,2.03,3.9,0,0,0,0
aten::as_strided,,,1.87,1.87,0,0,0,0
aten::copy_,,,10.42,30.66,0,3.02,0,0
acl_memcpy_host_to_device,,,20.24,20.24,3.02,3.02,0,0
aten::slice,,,2.0,3.26,0,0,0,0
aten::as_strided,,,1.26,1.26,0,0,0,0
aten::slice,,,1.64,3.22,0,0,0,0
aten::as_strided,,,1.58,1.58,0,0,0,0
aten::copy_,,,4.29,11.81,0,2.682,0,0
acl_memcpy_host_to_device,,,7.52,7.52,2.682,2.682,0,0
aten::slice,,,1.77,2.96,0,0,0,0
aten::as_strided,,,1.19,1.19,0,0,0,0
aten::slice,,,1.6,2.46,0,0,0,0
aten::as_strided,,,0.86,0.86,0,0,0,0
aten::copy_,,,3.56,10.13,0,2.62,0,0
acl_memcpy_host_to_device,,,6.57,6.57,2.62,2.62,0,0
aten::slice,,,1.84,3.39,0,0,0,0
aten::as_strided,,,1.55,1.55,0,0,0,0
aten::slice,,,1.19,1.93,0,0,0,0
aten::as_strided,,,0.74,0.74,0,0,0,0
aten::copy_,,,3.18,9.52,0,2.66,0,0
acl_memcpy_host_to_device,,,6.34,6.34,2.66,2.66,0,0
aten::slice,,,1.66,2.72,0,0,0,0
aten::as_strided,,,1.06,1.06,0,0,0,0
aten::slice,,,1.57,2.51,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
aten::copy_,,,3.43,8.94,0,2.58,0,0
acl_memcpy_host_to_device,,,5.51,5.51,2.58,2.58,0,0
aten::slice,,,1.89,3.61,0,0,0,0
aten::as_strided,,,1.72,1.72,0,0,0,0
aten::slice,,,1.33,2.17,0,0,0,0
aten::as_strided,,,0.84,0.84,0,0,0,0
aten::copy_,,,3.34,10.57,0,2.6,0,0
acl_memcpy_host_to_device,,,7.23,7.23,2.6,2.6,0,0
aten::lift_fresh,,,1.17,1.17,0,0,0,0
aten::lift_fresh,,,0.38,0.38,0,0,0,0
aten::flatten,,,2.9,6.91,0,0,0,0
aten::view,,,4.01,4.01,0,0,0,0
aten::slice,,,2.27,3.66,0,0,0,0
aten::as_strided,,,1.39,1.39,0,0,0,0
aten::index_select,,,4.88,4.88,0,0,0,0
aten::copy_,,,5.99,17.81,0,2.62,0,0
acl_memcpy_host_to_device,,,11.82,11.82,2.62,2.62,0,0
aten::slice,,,2.46,3.64,0,0,0,0
aten::as_strided,,,1.18,1.18,0,0,0,0
aten::lift_fresh,,,0.93,0.93,0,0,0,0
aten::slice,,,1.42,2.11,0,0,0,0
aten::as_strided,,,0.69,0.69,0,0,0,0
aten::add,,,9.98,9.98,0,0,0,0
aten::slice,,,1.47,2.09,0,0,0,0
aten::as_strided,,,0.62,0.62,0,0,0,0
aten::fill_,,,3.67,3.67,0,0,0,0
aten::slice,,,1.62,4.09,0,0,0,0
aten::as_strided,,,2.47,2.47,0,0,0,0
aten::fill_,,,14.12,43.16,0,1.68,0,0
aclnnInplaceFillScalar,,,29.04,29.04,1.68,1.68,0,0
aten::slice,,,2.7,4.56,0,0,0,0
aten::as_strided,,,1.86,1.86,0,0,0,0
aten::select,,,2.64,3.66,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::copy_,,,34.46,54.37,0,0.54,0,0
aclnnInplaceCopy,,,19.91,19.91,0.54,0.54,0,0
aten::slice,,,3.04,4.6,0,0,0,0
aten::as_strided,,,1.56,1.56,0,0,0,0
aten::detach,,,2.59,2.59,0,0,0,0
aten::to,,,1.3,1.3,0,0,0,0
aten::resolve_conj,,,0.47,0.47,0,0,0,0
aten::resolve_neg,,,0.52,0.52,0,0,0,0
aten::slice,,,1.82,4.46,0,0,0,0
aten::as_strided,,,2.64,2.64,0,0,0,0
aten::slice,,,1.6,2.48,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
aten::copy_,,,1.2,1.2,0,0,0,0
aten::fill_,,,7.56,29.21,0,1.42,0,0
aclnnInplaceFillScalar,,,21.65,21.65,1.42,1.42,0,0
aten::slice,,,1.93,3.45,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::slice,,,1.31,2.04,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
aten::copy_,,,6.35,16.74,0,2.58,0,0
acl_memcpy_host_to_device,,,10.39,10.39,2.58,2.58,0,0
aten::slice,,,2.35,3.9,0,0,0,0
aten::as_strided,,,1.55,1.55,0,0,0,0
aten::slice,,,1.39,2.79,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
aten::copy_,,,3.59,11.32,0,2.58,0,0
acl_memcpy_host_to_device,,,7.73,7.73,2.58,2.58,0,0
aten::slice,,,1.6,2.61,0,0,0,0
aten::as_strided,,,1.01,1.01,0,0,0,0
aten::slice,,,1.11,2.18,0,0,0,0
aten::as_strided,,,1.07,1.07,0,0,0,0
aten::slice,,,1.38,2.17,0,0,0,0
aten::as_strided,,,0.79,0.79,0,0,0,0
aten::copy_,,,3.07,8.57,0,2.6,0,0
acl_memcpy_host_to_device,,,5.5,5.5,2.6,2.6,0,0
aten::slice,,,1.63,3.47,0,0,0,0
aten::as_strided,,,1.84,1.84,0,0,0,0
aten::slice,,,1.23,2.17,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
aten::copy_,,,3.55,9.76,0,2.54,0,0
acl_memcpy_host_to_device,,,6.21,6.21,2.54,2.54,0,0
aten::slice,,,1.54,2.55,0,0,0,0
aten::as_strided,,,1.01,1.01,0,0,0,0
aten::index,,,13.98,40.54,0,9.222,0,0
empty_tensor,,,4.34,4.34,0,0,0,0
empty_tensor,,,4.67,4.67,0,0,0,0
aclnnIndex,,,17.55,17.55,9.222,9.222,0,0
aten::to,,,2.45,27.6,0,1.12,0,0
npu::_npu_dtype_cast,,,6.2,25.15,0,1.12,0,0
empty_tensor,,,3.62,3.62,0,0,0,0
aclnnCast,,,15.33,15.33,1.12,1.12,0,0
aten::slice,,,3.02,4.55,0,0,0,0
aten::as_strided,,,1.53,1.53,0,0,0,0
aten::add,,,7.88,24.32,0,2.72,0,0
empty_tensor,,,2.61,2.61,0,0,0,0
aclnnAdd,,,13.83,13.83,2.72,2.72,0,0
aten::slice,,,2.06,3.16,0,0,0,0
aten::as_strided,,,1.1,1.1,0,0,0,0
aten::copy_,,,26.81,42.43,0,0.64,0,0
aclnnInplaceCopy,,,15.62,15.62,0.64,0.64,0,0
aten::slice,,,2.69,3.88,0,0,0,0
aten::as_strided,,,1.19,1.19,0,0,0,0
aten::add,,,6.29,25.3,0,1.92,0,0
empty_tensor,,,2.71,2.71,0,0,0,0
aclnnAdd,,,16.3,16.3,1.92,1.92,0,0
aten::slice,,,1.87,2.97,0,0,0,0
aten::as_strided,,,1.1,1.1,0,0,0,0
aten::copy_,,,15.28,28.91,0,0.54,0,0
aclnnInplaceCopy,,,13.63,13.63,0.54,0.54,0,0
aten::slice,,,2.28,3.42,0,0,0,0
aten::as_strided,,,1.14,1.14,0,0,0,0
aten::fill_,,,5.95,21.37,0,1.38,0,0
aclnnInplaceFillScalar,,,15.42,15.42,1.38,1.38,0,0
aten::slice,,,1.85,3.39,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
aten::slice,,,1.33,2.13,0,0,0,0
aten::as_strided,,,0.8,0.8,0,0,0,0
_compute_slot_mapping_kernel,,,20.72,20.72,117.892,117.892,0,0
_compute_slot_mapping_kernel,,,14.13,14.13,117.032,117.032,0,0
_compute_slot_mapping_kernel,,,12.41,12.41,116.872,116.872,0,0
_compute_slot_mapping_kernel,,,12.27,12.27,117.012,117.012,0,0
_compute_slot_mapping_kernel,,,12.04,12.04,117.17,117.17,0,0
_compute_slot_mapping_kernel,,,11.84,11.84,117.212,117.212,0,0
aten::slice,,,5.5,8.95,0,0,0,0
aten::as_strided,,,3.45,3.45,0,0,0,0
aten::sub,,,15.92,51.31,0,1.72,0,0
empty_tensor,,,7.18,7.18,0,0,0,0
aten::item,,,1.36,2.66,0,0,0,0
aten::_local_scalar_dense,,,1.3,1.3,0,0,0,0
aclnnSubs,,,25.55,25.55,1.72,1.72,0,0
aten::zeros,,,5.45,9.01,0,0,0,0
aten::empty,,,2.78,2.78,0,0,0,0
aten::zero_,,,0.78,0.78,0,0,0,0
aten::select,,,2.85,4.7,0,0,0,0
aten::as_strided,,,1.85,1.85,0,0,0,0
aten::lift_fresh,,,0.81,0.81,0,0,0,0
aten::select,,,1.13,2.24,0,0,0,0
aten::as_strided,,,1.11,1.11,0,0,0,0
aten::copy_,,,8.65,8.65,0,0,0,0
aten::select,,,1.04,1.65,0,0,0,0
aten::as_strided,,,0.61,0.61,0,0,0,0
aten::lift_fresh,,,0.25,0.25,0,0,0,0
aten::select,,,0.84,1.6,0,0,0,0
aten::as_strided,,,0.76,0.76,0,0,0,0
aten::copy_,,,1.49,1.49,0,0,0,0
c10d::allreduce_,,,25.49,25.49,0,0,0,0
gloo:all_reduce,,,932.46,932.46,0,0,0,0
aten::select,,,5.5,8.75,0,0,0,0
aten::as_strided,,,3.25,3.25,0,0,0,0
aten::max,,,6.28,11.38,0,0,0,0
aten::empty,,,4.24,4.24,0,0,0,0
aten::fill_,,,0.86,0.86,0,0,0,0
aten::item,,,1.41,2.36,0,0,0,0
aten::_local_scalar_dense,,,0.95,0.95,0,0,0,0
aten::select,,,1.26,2.08,0,0,0,0
aten::as_strided,,,0.82,0.82,0,0,0,0
aten::min,,,2.09,3.48,0,0,0,0
aten::empty,,,1.03,1.03,0,0,0,0
aten::fill_,,,0.36,0.36,0,0,0,0
aten::item,,,0.44,0.84,0,0,0,0
aten::_local_scalar_dense,,,0.4,0.4,0,0,0,0
aten::empty,,,1.62,1.62,0,0,0,0
aten::to,,,0.71,0.71,0,0,0,0
aten::lift_fresh,,,0.68,0.68,0,0,0,0
aten::detach_,,,26.84,26.84,0,0,0,0
aten::select,,,1.36,2.52,0,0,0,0
aten::as_strided,,,1.16,1.16,0,0,0,0
aten::item,,,0.55,0.99,0,0,0,0
aten::_local_scalar_dense,,,0.44,0.44,0,0,0,0
aten::copy_,,,13.04,53.96,0,2.782,0,0
acl_memcpy_host_to_device,,,40.92,40.92,2.782,2.782,0,0
aten::detach,,,3.75,3.75,0,0,0,0
aten::to,,,1.42,1.42,0,0,0,0
aten::resolve_conj,,,0.73,0.73,0,0,0,0
aten::resolve_neg,,,0.49,0.49,0,0,0,0
aten::slice,,,4.35,7.43,0,0,0,0
aten::as_strided,,,3.08,3.08,0,0,0,0
aten::slice,,,1.66,3.74,0,0,0,0
aten::as_strided,,,2.08,2.08,0,0,0,0
aten::slice,,,1.61,2.42,0,0,0,0
aten::as_strided,,,0.81,0.81,0,0,0,0
aten::fill_,,,39.98,48.84,0,0,0,0
aclnnInplaceFillScalar,,,8.86,8.86,0,0,0,0
aten::slice,,,2.68,4.26,0,0,0,0
aten::as_strided,,,1.58,1.58,0,0,0,0
aten::fill_,,,5.59,9.96,0,0,0,0
aclnnInplaceFillScalar,,,4.37,4.37,0,0,0,0
aten::slice,,,1.78,3.52,0,0,0,0
aten::as_strided,,,1.74,1.74,0,0,0,0
aten::slice,,,1.41,2.39,0,0,0,0
aten::as_strided,,,0.98,0.98,0,0,0,0
aten::slice,,,1.36,2.64,0,0,0,0
aten::as_strided,,,1.28,1.28,0,0,0,0
aten::slice,,,1.31,2.2,0,0,0,0
aten::as_strided,,,0.89,0.89,0,0,0,0
aten::slice,,,1.3,5.09,0,0,0,0
aten::as_strided,,,3.79,3.79,0,0,0,0
aten::slice,,,1.99,2.6,0,0,0,0
aten::as_strided,,,0.61,0.61,0,0,0,0
aten::slice,,,2.19,3.41,0,0,0,0
aten::as_strided,,,1.22,1.22,0,0,0,0
aten::slice,,,1.28,1.98,0,0,0,0
aten::as_strided,,,0.7,0.7,0,0,0,0
aten::slice,,,1.04,1.63,0,0,0,0
aten::as_strided,,,0.59,0.59,0,0,0,0
aten::sub,,,11.61,11.61,0,0,0,0
aten::slice,,,0.89,3.2,0,0,0,0
aten::as_strided,,,2.31,2.31,0,0,0,0
aten::slice,,,1.22,1.72,0,0,0,0
aten::as_strided,,,0.5,0.5,0,0,0,0
aten::slice,,,1.28,2.32,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::slice,,,1.45,2.57,0,0,0,0
aten::as_strided,,,1.12,1.12,0,0,0,0
aten::to,,,0.77,0.77,0,0,0,0
aten::slice,,,1.09,1.75,0,0,0,0
aten::as_strided,,,0.66,0.66,0,0,0,0
aten::resolve_conj,,,0.32,0.32,0,0,0,0
aten::resolve_neg,,,0.25,0.25,0,0,0,0
aten::slice,,,1.48,1.98,0,0,0,0
aten::as_strided,,,0.5,0.5,0,0,0,0
aten::max,,,3.32,6.31,0,0,0,0
aten::empty,,,2.13,2.13,0,0,0,0
aten::fill_,,,0.86,0.86,0,0,0,0
aten::item,,,1.06,2.05,0,0,0,0
aten::_local_scalar_dense,,,0.99,0.99,0,0,0,0
aten::slice,,,1.4,2.13,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
aten::slice,,,1.84,4.37,0,0,0,0
aten::as_strided,,,2.53,2.53,0,0,0,0
aten::slice,,,1.2,2.34,0,0,0,0
aten::as_strided,,,1.14,1.14,0,0,0,0
aten::resolve_conj,,,0.26,0.26,0,0,0,0
aten::resolve_neg,,,0.41,0.41,0,0,0,0
aten::index,,,25.88,74.03,0,44.263999999999996,0,0
empty_tensor,,,4.05,4.05,0,0,0,0
empty_tensor,,,6.28,6.28,0,0,0,0
aclnnIndex,,,37.82,37.82,44.263999999999996,44.263999999999996,0,0
aten::unsqueeze,,,2.07,2.93,0,0,0,0
aten::as_strided,,,0.86,0.86,0,0,0,0
aten::unsqueeze,,,1.05,2.41,0,0,0,0
aten::as_strided,,,1.36,1.36,0,0,0,0
aten::index,,,11.24,39.73,0,26.602,0,0
empty_tensor,,,1.98,1.98,0,0,0,0
empty_tensor,,,2.41,2.41,0,0,0,0
aclnnIndex,,,24.1,24.1,26.602,26.602,0,0
aten::unsqueeze,,,3.12,3.96,0,0,0,0
aten::as_strided,,,0.84,0.84,0,0,0,0
aten::unsqueeze,,,0.87,9.73,0,0,0,0
aten::as_strided,,,8.86,8.86,0,0,0,0
aten::slice,,,2.99,4.07,0,0,0,0
aten::as_strided,,,1.08,1.08,0,0,0,0
aten::copy_,,,43.41,64.07,0,0.46,0,0
aclnnInplaceCopy,,,20.66,20.66,0.46,0.46,0,0
aten::slice,,,3.02,7.6,0,0,0,0
aten::as_strided,,,4.58,4.58,0,0,0,0
aten::copy_,,,16.03,29.73,0,0.48,0,0
aclnnInplaceCopy,,,13.7,13.7,0.48,0.48,0,0
aten::slice,,,2.52,4.36,0,0,0,0
aten::as_strided,,,1.84,1.84,0,0,0,0
aten::slice,,,1.82,9.43,0,0,0,0
aten::as_strided,,,7.61,7.61,0,0,0,0
aten::alias,,,3.61,3.61,0,0,0,0
aten::alias,,,7.46,7.46,0,0,0,0
aten::resolve_conj,,,0.47,0.47,0,0,0,0
aten::resolve_neg,,,0.3,0.3,0,0,0,0
aten::slice,,,2.48,4.44,0,0,0,0
aten::as_strided,,,1.96,1.96,0,0,0,0
aten::slice,,,1.45,2.33,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
aten::slice,,,1.3,5.69,0,0,0,0
aten::as_strided,,,4.39,4.39,0,0,0,0
aten::fill_,,,23.53,29.97,0,0,0,0
aclnnInplaceFillScalar,,,6.44,6.44,0,0,0,0
aten::slice,,,1.6,2.73,0,0,0,0
aten::as_strided,,,1.13,1.13,0,0,0,0
aten::fill_,,,27.23,30.87,0,0,0,0
aclnnInplaceFillScalar,,,3.64,3.64,0,0,0,0
aten::slice,,,1.9,3.49,0,0,0,0
aten::as_strided,,,1.59,1.59,0,0,0,0
aten::slice,,,1.37,4.72,0,0,0,0
aten::as_strided,,,3.35,3.35,0,0,0,0
aten::sub,,,7.42,34.42,0,1.7,0,0
empty_tensor,,,6.26,6.26,0,0,0,0
aclnnSub,,,20.74,20.74,1.7,1.7,0,0
aten::sub,,,4.88,20.89,0,1.74,0,0
empty_tensor,,,3.25,3.25,0,0,0,0
aclnnSub,,,12.76,12.76,1.74,1.74,0,0
aten::select,,,3.97,6.17,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::slice,,,1.79,3.01,0,0,0,0
aten::as_strided,,,1.22,1.22,0,0,0,0
aten::copy_,,,24.14,42.55,0,0.58,0,0
aclnnInplaceCopy,,,18.41,18.41,0.58,0.58,0,0
aten::slice,,,2.12,3.47,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::slice,,,3.99,4.73,0,0,0,0
aten::as_strided,,,0.74,0.74,0,0,0,0
aten::fill_,,,4.71,8.26,0,0,0,0
aclnnInplaceFillScalar,,,3.55,3.55,0,0,0,0
aten::slice,,,1.52,2.65,0,0,0,0
aten::as_strided,,,1.13,1.13,0,0,0,0
aten::copy_,,,16.29,30.88,0,0.6,0,0
aclnnInplaceCopy,,,14.59,14.59,0.6,0.6,0,0
aten::select,,,3.85,4.95,0,0,0,0
aten::as_strided,,,1.1,1.1,0,0,0,0
aten::slice,,,2.79,3.56,0,0,0,0
